pieceVSA_EState3,pieceSlogP_VSA5,pieceMolLogP,pieceVSA_EState10,pieceMaxEStateIndex,pieceFpDensityMorgan1,pieceqed,pieceVSA_EState9,pieceEState_VSA5,pieceMinEStateIndex,pieceVSA_EState1,pieceHallKierAlpha,extender1_ratio,Hs_wt,polyol_ratio,extender2_ratio,mac_rate,preqed,ex1VSA_EState10,ex1EState_VSA8,lg_Eb
44.30855093,1028.466843,85.4968,0,12.71288873,0.05065666,0.009560247,2.654838775,14.21959508,-0.655569719,464.3468396,-28.08,0.3,0.451,0.2,0,100,0.023613693,3.397069318,23.83228386,2.840733235
54.02100284,952.899578,83.5322,3.031895483,13.07860436,0.062256809,0.009560196,2.653685209,48.87026796,-2.706000403,435.0640553,-27.95,0.146,0.455,0.244,0.098,100,0.023635539,7.693242695,48.53093655,2.84509804
59.97761353,965.7900422,55.79992,0,13.73361088,0.095238095,0.023338773,2.960983736,7.109797541,-0.650792856,584.9932862,-17.76,0.063,0.384,0.25,0.188,100,0.041119625,0,9.967957042,2.860936621
41.66740014,1719.903916,80.6724,0,12.6511005,0.027946537,0.007283387,2.547399546,14.21959508,-1.026334435,575.0041114,-76.16,0.178,0.188,0.312,0,50,0.01379805,3.813117284,0,2.862131379
41.66740014,1719.903916,80.6724,0,12.6511005,0.027946537,0.007283387,2.547399546,14.21959508,-1.026334435,575.0041114,-76.16,0.191,0.187,0.309,0,50,0.01379805,3.813117284,0,2.864511081
44.68638574,1810.671698,96.1142,0,12.1943646,0.025469169,0.015272463,8.89914324,14.21959508,-0.445918032,784.6384212,-15.08,0.244,0.219,0.244,0,100,0.032444677,3.771553918,0,2.866062748
44.48191915,1976.736781,112.1374,0,12.65955984,0.023385301,0.012430822,2.659195867,14.21959508,-0.582960009,904.8148233,-29.76,0.353,0.369,0.137,0,50,0.023550178,3.813117284,0,2.868644438
49.53715236,1384.306451,62.9012,13.37949273,13.23325404,0.047169811,0.005532695,2.772745882,14.15746952,-1.080037435,541.6104568,-78.32,0.33,0.206,0.33,0,100,0.010481557,3.472207822,0,2.86923172
44.68638574,1810.671698,96.1142,0,12.1943646,0.025469169,0.015272463,8.89914324,14.21959508,-0.445918032,784.6384212,-15.08,0.244,0.219,0.244,0,100,0.032444677,3.771553918,0,2.873210125
44.48191915,1976.736781,112.1374,0,12.65955984,0.023385301,0.012430822,2.659195867,14.21959508,-0.582960009,904.8148233,-29.76,0.365,0.369,0.135,0,50,0.023550178,3.813117284,0,2.873320602
54.02100284,952.899578,83.5322,3.031895483,13.07860436,0.062256809,0.009560196,2.653685209,48.87026796,-2.706000403,435.0640553,-27.95,0.146,0.455,0.244,0.098,100,0.023635539,7.693242695,48.53093655,2.875061263
59.97761353,965.7900422,55.79992,0,13.73361088,0.095238095,0.023338773,2.960983736,7.109797541,-0.650792856,584.9932862,-17.76,0.125,0.388,0.25,0.125,100,0.041119625,0,9.967957042,2.876794976
44.48191915,1976.736781,112.1374,0,12.65955984,0.023385301,0.012430822,2.659195867,14.21959508,-0.582960009,904.8148233,-29.76,0.377,0.37,0.133,0,50,0.023550178,3.813117284,0,2.88592634
140.7692051,2346.591233,95.5986,0,13.246435,0.038216561,0.014414966,8.403779854,68.34207174,-1.142826302,930.7113702,-22.16,0.25,0.315,0.25,0,500,0.032442693,2.982922688,0,2.888774626
140.7692051,2346.591233,95.5986,0,13.246435,0.038216561,0.014414966,8.403779854,68.34207174,-1.142826302,930.7113702,-22.16,0.25,0.315,0.25,0,500,0.032442693,2.982922688,0,2.901594528
50.73565809,967.5047824,53.73112,0,13.73281199,0.087378641,0.021268238,2.71031598,14.21959508,-0.650829228,600.7492694,-16.2,0,0.38,0.25,0.25,100,0.041119625,0,9.967957042,2.902002891
140.7692051,2346.591233,95.5986,0,13.246435,0.038216561,0.014414966,8.403779854,68.34207174,-1.142826302,930.7113702,-22.16,0.25,0.315,0.25,0,500,0.032442693,2.982922688,0,2.902688079
59.87616715,1383.46799,81.925,0,12.76874021,0.052252252,0.021596918,2.83022875,39.90288157,-0.665337772,488.0208509,-18.76,0.143,0.33,0.357,0,24,0.032530191,3.147130899,10.63357721,2.90579588
50.73565809,967.5047824,53.73112,0,13.73281199,0.087378641,0.021268238,2.71031598,14.21959508,-0.650829228,600.7492694,-16.2,0.25,0.211,0.25,0,100,0.041119625,0,9.967957042,2.916453949
49.40791202,1351.363882,80.7453,0,12.79399181,0.055762082,0.016609803,2.829553146,65.58616807,-0.391371354,467.2104721,-17.16,0.167,0.551,0.167,0.167,50,0.032530191,3.545003,34.25027774,2.922206277
49.68994258,2375.704,97.4826,0,12.79783943,0.023281596,0.019858198,2.834620979,65.58616807,-0.327383545,908.2613949,-17.28,0.25,0.243,0.25,0,500,0.032442693,3.839887251,0,2.922948515
44.68357339,1951.053495,119.025,0,12.99966345,0.02832244,0.009560247,8.787154472,57.39518699,-0.617686142,905.9329342,-31.48,0.333,0.385,0.167,0,50,0.023550178,3.445770963,48.53093655,2.927370363
44.48191915,1976.736781,112.1374,0,12.65955984,0.023385301,0.012430822,2.659195867,14.21959508,-0.582960009,904.8148233,-29.76,0.289,0.277,0.201,0,50,0.023550178,3.813117284,0,2.931457871
44.53315809,1164.304069,49.9447,0,13.31263394,0.071713147,0.006415897,7.964953736,105.9261235,-0.995944782,316.9738867,-40.22,0.249,0.427,0.251,0,100,0.019040885,2.322445244,0,2.939019776
59.97761353,965.7900422,55.79992,0,13.73361088,0.095238095,0.023338773,2.960983736,7.109797541,-0.650792856,584.9932862,-17.76,0.188,0.393,0.25,0.063,100,0.041119625,0,9.967957042,2.942504106
44.95362442,3016.368345,82.5284,0,12.72550893,0.020593081,0.014415083,2.703997153,14.21959508,-0.520714913,1314.831666,-23.2,0.365,0.334,0.114,0,50,0.032441951,3.458753954,62.37841095,2.944482672
44.46628487,1996.978925,114.837,0,13.73598842,0.034261242,0.007283387,2.658590443,38.48506336,-0.813499598,929.694423,-35,0.2,0.126,0.4,0,50,0.023550178,3.094981231,12.13273414,2.949877704
44.48191915,1976.736781,112.1374,0,12.65955984,0.023385301,0.012430822,2.659195867,14.21959508,-0.582960009,904.8148233,-29.76,0.314,0.277,0.196,0,50,0.023550178,3.813117284,0,2.954242509
41.65669156,2522.506619,87.8989,0,12.66201632,0.020034843,0.007283387,2.546208664,14.21959508,-1.028683374,834.7976644,-102.66,0.344,0.25,0.156,0,100,0.013798049,3.813117284,0,2.957607287
44.48191915,1976.736781,112.1374,0,12.65955984,0.023385301,0.012430822,2.659195867,14.21959508,-0.582960009,904.8148233,-29.76,0.301,0.277,0.199,0,50,0.023550178,3.813117284,0,2.961895474
49.39318703,1374.055827,79.7086,0,14.09429564,0.071161049,0.011635187,2.831497089,57.64443455,-1.267285496,474.4094851,-15.44,0.244,0.441,0.244,0,500,0.032530191,3.813117284,0,2.966610987
44.68357339,1951.053495,119.025,0,12.99966345,0.02832244,0.009560247,8.787154472,57.39518699,-0.617686142,905.9329342,-31.48,0.3,0.334,0.2,0,50,0.023550178,3.445770963,48.53093655,2.998695158
140.7692051,2346.591233,95.5986,0,13.246435,0.038216561,0.014414966,8.403779854,68.34207174,-1.142826302,930.7113702,-22.16,0.25,0.315,0.25,0,500,0.032442693,2.982922688,0,2.999213215
44.48191915,1976.736781,112.1374,0,12.65955984,0.023385301,0.012430822,2.659195867,14.21959508,-0.582960009,904.8148233,-29.76,0.178,0.188,0.312,0,50,0.023550178,3.813117284,0,3
49.39318703,1374.055827,79.7086,0,14.09429564,0.071161049,0.011635187,2.831497089,57.64443455,-1.267285496,474.4094851,-15.44,0.22,0.437,0.244,0.024,500,0.032530191,3.813117284,0,3.000867722
40.62809633,1398.862835,59.0424,0,12.63415309,0.033195021,0.005532738,2.522433321,14.21959508,-1.080013457,544.9370425,-76.16,0.275,0.25,0.225,0,100,0.010481557,3.813117284,0,3.003891166
51.13031718,2193.565062,93.43432,0,13.59851765,0.048752834,0.016356891,5.852998211,14.21959508,-0.604588918,902.7418031,-17.7,0.05,0.234,0.25,0.2,500,0.032442693,0,9.967957042,3.011367415
49.39318703,1374.055827,79.7086,0,14.09429564,0.071161049,0.011635187,2.831497089,57.64443455,-1.267285496,474.4094851,-15.44,0.195,0.432,0.244,0.049,500,0.032530191,3.813117284,0,3.022428371
59.97761353,965.7900422,55.79992,0,13.73361088,0.095238095,0.023338773,2.960983736,7.109797541,-0.650792856,584.9932862,-17.76,0.125,0.388,0.25,0.125,100,0.041119625,0,9.967957042,3.027757205
59.35867099,1970.594897,110.39402,0,13.49538195,0.0449069,0.012430724,2.658524199,34.13343655,-1.777681204,905.3033227,-32.14,0.1,0.427,0.333,0.233,100,0.023550178,3.242961931,20.60153425,3.028571253
50.73565809,967.5047824,53.73112,0,13.73281199,0.087378641,0.021268238,2.71031598,14.21959508,-0.650829228,600.7492694,-16.2,0.25,0.348,0.25,0,100,0.041119625,0,9.967957042,3.029383778
48.37946359,1244.867725,73.7986,0,13.1373368,0.052104208,0.019858198,2.747455566,14.21959508,-0.492712372,467.9365617,-14.28,0.2,0.301,0.3,0,500,0.032530195,3.813117284,0,3.032215703
61.18291961,1476.788973,85.455,0,12.83369477,0.039076377,0.015272342,2.83116164,52.74452482,-0.582649916,488.5612864,-17.2,0.25,0.473,0.25,0,24,0.032530191,3.082768454,10.63357721,3.033021445
53.37114769,965.9205187,52.98064,0,13.7332603,0.084452975,0.027350773,2.709513094,14.21959508,-0.650974524,595.176501,-17.32,0.25,0.38,0.25,0,100,0.041119625,0,9.967957042,3.037426498
41.66740014,1719.903916,80.6724,0,12.6511005,0.027946537,0.007283387,2.547399546,14.21959508,-1.026334435,575.0041114,-76.16,0.38,0.399,0.12,0,100,0.01379805,3.813117284,0,3.039810554
48.23254717,1259.721031,74.692,0,13.18280532,0.062868369,0.015272463,2.747073556,14.21959508,-0.566239457,467.6632582,-15.6,0.3,0.422,0.2,0,100,0.032530195,3.397069318,23.83228386,3.040997692
48.44389838,2207.990969,93.4606,0,13.15983493,0.029748284,0.019858198,2.751305107,14.21959508,-0.491295826,908.2946849,-17.28,0.125,0.211,0.25,0.125,50,0.032442693,3.813117284,0,3.041392685
49.39318703,1374.055827,79.7086,0,14.09429564,0.071161049,0.011635187,2.831497089,57.64443455,-1.267285496,474.4094851,-15.44,0.171,0.427,0.244,0.073,500,0.032530191,3.813117284,0,3.045322979
61.18291961,1476.788973,85.455,0,12.83369477,0.039076377,0.015272342,2.83116164,52.74452482,-0.582649916,488.5612864,-17.2,0.206,0.414,0.294,0,24,0.032530191,3.082768454,10.63357721,3.0523091
50.73565809,967.5047824,53.73112,0,13.73281199,0.087378641,0.021268238,2.71031598,14.21959508,-0.650829228,600.7492694,-16.2,0.188,0.357,0.25,0.063,100,0.041119625,0,9.967957042,3.052693942
53.74784039,2204.822441,92.20564,0,13.59858193,0.045146727,0.021596918,2.750924694,14.21959508,-0.604618106,897.1799568,-19.52,0.125,0.235,0.25,0.125,50,0.032442693,0,9.967957042,3.053078443
66.98792782,2233.674255,91.475,0,13.25682398,0.031890661,0.019858038,3.251536188,0,-0.421164659,876.4484199,-17.28,0.25,0.219,0.25,0,100,0.032442693,4.175842152,137.6036403,3.05541656
44.48191915,1976.736781,112.1374,0,12.65955984,0.023385301,0.012430822,2.659195867,14.21959508,-0.582960009,904.8148233,-29.76,0.191,0.187,0.309,0,50,0.023550178,3.813117284,0,3.055760465
59.87616715,1383.46799,81.925,0,12.76874021,0.052252252,0.021596918,2.83022875,39.90288157,-0.665337772,488.0208509,-18.76,0.283,0.502,0.217,0,24,0.032530191,3.147130899,10.63357721,3.058426024
41.66740014,1719.903916,80.6724,0,12.6511005,0.027946537,0.007283387,2.547399546,14.21959508,-1.026334435,575.0041114,-76.16,0.38,0.399,0.12,0,100,0.01379805,3.813117284,0,3.062957834
41.66740014,1719.903916,80.6724,0,12.6511005,0.027946537,0.007283387,2.547399546,14.21959508,-1.026334435,575.0041114,-76.16,0.275,0.25,0.225,0,100,0.01379805,3.813117284,0,3.06595298
49.40791202,1351.363882,80.7453,0,12.79399181,0.055762082,0.016609803,2.829553146,65.58616807,-0.391371354,467.2104721,-17.16,0.15,0.497,0.2,0.15,50,0.032530191,3.545003,34.25027774,3.075181855
66.8611981,1241.438245,73.0766,0,13.54355351,0.067061144,0.021596916,3.247902929,0,-0.439218359,436.3279903,-15.84,0.173,0.353,0.385,0.173,100,0.032530195,4.018148148,24.26546827,3.075911761
51.13031718,2193.565062,93.43432,0,13.59851765,0.048752834,0.016356891,5.852998211,14.21959508,-0.604588918,902.7418031,-17.7,0.125,0.233,0.25,0.125,500,0.032442693,0,9.967957042,3.081390519
60.5277019,1392.591399,81.44282,0,13.51284704,0.080586081,0.016356876,6.056881813,58.81089189,-0.84907207,468.463212,-16.16,0.117,0.436,0.256,0.117,500,0.032530191,3.354314811,31.23511146,3.084576278
59.87616715,1383.46799,81.925,0,12.76874021,0.052252252,0.021596918,2.83022875,39.90288157,-0.665337772,488.0208509,-18.76,0.25,0.456,0.25,0,24,0.032530191,3.147130899,10.63357721,3.089905111
50.73565809,967.5047824,53.73112,0,13.73281199,0.087378641,0.021268238,2.71031598,14.21959508,-0.650829228,600.7492694,-16.2,0.125,0.365,0.25,0.125,100,0.041119625,0,9.967957042,3.090610708
61.31894697,1300.669234,80.4783,0,13.05652094,0.033218786,0.007283329,8.623181787,43.17559191,-0.615390192,1091.593726,-29.56,0.188,0.192,0.313,0,50,0.029823831,4.022623457,0,3.093421685
44.30855093,1028.466843,85.4968,0,12.71288873,0.05065666,0.009560247,2.654838775,14.21959508,-0.655569719,464.3468396,-28.08,0.25,0.387,0.25,0,100,0.023613693,3.397069318,23.83228386,3.09725731
44.48191915,1976.736781,112.1374,0,12.65955984,0.023385301,0.012430822,2.659195867,14.21959508,-0.582960009,904.8148233,-29.76,0.206,0.188,0.304,0,50,0.023550178,3.813117284,0,3.099680641
59.35867099,1970.594897,110.39402,0,13.49538195,0.0449069,0.012430724,2.658524199,34.13343655,-1.777681204,905.3033227,-32.14,0.1,0.431,0.5,0.4,100,0.023550178,3.242961931,20.60153425,3.108903128
47.75472923,1578.75045,98.0324,0,13.00283936,0.043973941,0.015272463,2.68910109,14.21959508,-0.751299967,550.290424,-34.62,0.07,0.216,0.56,0,100,0.02495397,3.714865474,0,3.113943352
41.65669156,2522.506619,87.8989,0,12.66201632,0.020034843,0.007283387,2.546208664,14.21959508,-1.028683374,834.7976644,-102.66,0.344,0.25,0.156,0,100,0.013798049,3.813117284,0,3.114944416
44.39949429,1352.035807,81.6003,0,13.05653646,0.029646522,0.012430822,2.633722547,14.21959508,-0.614534158,1122.690955,-30.96,0.26,0.247,0.238,0,50,0.029823831,3.839887251,0,3.118595365
49.19873899,2331.261165,98.7319,0,14.62069612,0.040348964,0.005561095,7.448390729,59.85432236,-2.468538288,914.9776813,-19.24,0.2,0.397,0.16,0.14,50,0.032442693,3.445770963,48.53093655,3.122215878
66.8611981,1241.438245,73.0766,0,13.54355351,0.067061144,0.021596916,3.247902929,0,-0.439218359,436.3279903,-15.84,0.135,0.321,0.385,0.135,100,0.032530195,4.018148148,24.26546827,3.131297797
44.39949429,1352.035807,81.6003,0,13.05653646,0.029646522,0.012430822,2.633722547,14.21959508,-0.614534158,1122.690955,-30.96,0.26,0.247,0.238,0,50,0.029823831,3.839887251,0,3.139249218
60.5277019,1392.591399,81.44282,0,13.51284704,0.080586081,0.016356876,6.056881813,58.81089189,-0.84907207,468.463212,-16.16,0.094,0.442,0.256,0.141,500,0.032530191,3.354314811,31.23511146,3.147985321
51.09588079,2206.406705,92.83312,0,13.59849394,0.045454545,0.021268238,2.751114824,14.21959508,-0.604588944,902.7373329,-18.4,0.125,0.223,0.25,0.125,50,0.032442693,3.813117284,0,3.151676231
66.86525296,2182.307682,99.6266,0,13.56941184,0.039149888,0.011086205,9.655367911,0,-0.432989449,876.6785027,-19,0.125,0.205,0.25,0.125,100,0.032442693,3.835546292,48.53093655,3.153509989
57.77196139,1049.49084,87.06874,1.503217575,13.63948581,0.094202899,0.009560173,2.654105956,25.98148003,-0.84262869,471.7971505,-29.08,0.025,0.475,0.25,0.225,100,0.023613693,5.768442658,20.7712116,3.16181704
60.5277019,1392.591399,81.44282,0,13.51284704,0.080586081,0.016356876,6.056881813,58.81089189,-0.84907207,468.463212,-16.16,0.047,0.455,0.256,0.188,500,0.032530191,3.354314811,31.23511146,3.165244326
47.68315408,1373.284158,85.2836,0,12.99718691,0.050561798,0.015272463,2.686335439,14.21959508,-0.752255775,456.3953718,-33.98,0.07,0.169,0.56,0,100,0.02495397,3.720857537,0,3.176091259
60.68692213,227.4899679,35.3998,0,12.94520249,0.114624506,0.007283329,8.564088552,43.17559191,-0.645568971,143.9173777,-23.36,0.34,0.8,0.161,0,50,0.062741867,4.022623457,0,3.179551791
57.77196139,1049.49084,87.06874,1.503217575,13.63948581,0.094202899,0.009560173,2.654105956,25.98148003,-0.84262869,471.7971505,-29.08,0,0.482,0.25,0.25,100,0.023613693,5.768442658,20.7712116,3.183412212
48.37946359,1244.867725,73.7986,0,13.1373368,0.052104208,0.019858198,2.747455566,14.21959508,-0.492712372,467.9365617,-14.28,0.3,0.409,0.2,0,500,0.032530195,3.813117284,0,3.185258765
48.23254717,1259.721031,74.692,0,13.18280532,0.062868369,0.015272463,2.747073556,14.21959508,-0.566239457,467.6632582,-15.6,0.3,0.429,0.2,0,100,0.032530195,3.397069318,23.83228386,3.19368103
60.68692213,227.4899679,35.3998,0,12.94520249,0.114624506,0.007283329,8.564088552,43.17559191,-0.645568971,143.9173777,-23.36,0.26,0.718,0.238,0,50,0.062741867,4.022623457,0,3.200303183
49.27116407,1361.214184,78.237,0,14.09479678,0.069724771,0.011635187,2.830675997,49.70270104,-1.267487002,481.0921826,-16.6,0.232,0.426,0.256,0,500,0.032530191,3.196492111,0,3.201943063
48.53436322,2195.149326,96.9044,0,13.45300299,0.038461538,0.016609803,5.85681058,14.21959508,-0.529630366,908.8197087,-18.14,0.15,0.393,0.13,0.22,100,0.032442693,3.813117284,0,3.204662512
57.77196139,1049.49084,87.06874,1.503217575,13.63948581,0.094202899,0.009560173,2.654105956,25.98148003,-0.84262869,471.7971505,-29.08,0.075,0.46,0.25,0.175,100,0.023613693,5.768442658,20.7712116,3.20561031
59.87616715,1383.46799,81.925,0,12.76874021,0.052252252,0.021596918,2.83022875,39.90288157,-0.665337772,488.0208509,-18.76,0.206,0.399,0.294,0,24,0.032530191,3.147130899,10.63357721,3.2219356
57.77196139,1049.49084,87.06874,1.503217575,13.63948581,0.094202899,0.009560173,2.654105956,25.98148003,-0.84262869,471.7971505,-29.08,0.05,0.467,0.25,0.2,100,0.023613693,5.768442658,20.7712116,3.224144432
66.8611981,1241.438245,73.0766,0,13.54355351,0.067061144,0.021596916,3.247902929,0,-0.439218359,436.3279903,-15.84,0.096,0.286,0.385,0.096,100,0.032530195,4.018148148,24.26546827,3.226084116
48.48817298,2282.383017,104.3378,0,12.81235264,0.040868455,0.012654027,2.777415347,27.06123833,-0.440306766,487.6132027,-51.86,0,0.44,0.25,0,50,0.024950328,3.545003,34.25027774,3.227115083
48.53436322,2195.149326,96.9044,0,13.45300299,0.038461538,0.016609803,5.85681058,14.21959508,-0.529630366,908.8197087,-18.14,0.22,0.409,0.13,0.15,100,0.032442693,3.813117284,0,3.240549248
59.35867099,1970.594897,110.39402,0,13.49538195,0.0449069,0.012430724,2.658524199,34.13343655,-1.777681204,905.3033227,-32.14,0.1,0.435,1,0.9,100,0.023550178,3.242961931,20.60153425,3.245512668
51.09588079,2206.406705,92.83312,0,13.59849394,0.045454545,0.021268238,2.751114824,14.21959508,-0.604588944,902.7373329,-18.4,0.188,0.229,0.25,0.063,50,0.032442693,3.813117284,0,3.255272505
48.4436412,1230.311342,78.6058,0,13.62153978,0.076481836,0.011086294,5.763082643,28.43919017,-0.614086243,480.4833865,-18.46,0,0.348,0.294,0,50,0.032530195,3.289589182,29.25787301,3.257193622
57.77196139,1049.49084,87.06874,1.503217575,13.63948581,0.094202899,0.009560173,2.654105956,25.98148003,-0.84262869,471.7971505,-29.08,0.125,0.444,0.25,0.125,100,0.023613693,5.768442658,20.7712116,3.262716806
60.68692213,227.4899679,35.3998,0,12.94520249,0.114624506,0.007283329,8.564088552,43.17559191,-0.645568971,143.9173777,-23.36,0.31,0.766,0.192,0,50,0.062741867,4.022623457,0,3.265053789
48.23254717,1259.721031,74.692,0,13.18280532,0.062868369,0.015272463,2.747073556,14.21959508,-0.566239457,467.6632582,-15.6,0.28,0.401,0.22,0,100,0.032530195,3.397069318,23.83228386,3.272769587
60.5277019,1392.591399,81.44282,0,13.51284704,0.080586081,0.016356876,6.056881813,58.81089189,-0.84907207,468.463212,-16.16,0,0.466,0.256,0.233,500,0.032530191,3.354314811,31.23511146,3.293141483
44.62038437,1104.381319,66.8042,0,12.17745536,0.040339703,0.015272463,8.888955304,14.21959508,-0.446973203,461.8203373,-12.88,0.36,0.499,0.14,0,50,0.032530267,3.771553918,0,3.294047161
48.53436322,2195.149326,96.9044,0,13.45300299,0.038461538,0.016609803,5.85681058,14.21959508,-0.529630366,908.8197087,-18.14,0.33,0.432,0.13,0.04,100,0.032442693,3.813117284,0,3.301464073
57.77196139,1049.49084,87.06874,1.503217575,13.63948581,0.094202899,0.009560173,2.654105956,25.98148003,-0.84262869,471.7971505,-29.08,0.1,0.452,0.25,0.15,100,0.023613693,5.768442658,20.7712116,3.310417145
44.62038437,1104.381319,66.8042,0,12.17745536,0.040339703,0.015272463,8.888955304,14.21959508,-0.446973203,461.8203373,-12.88,0.07,0.499,0.14,0.29,50,0.032530267,3.771553918,0,3.331164008
47.36773991,2169.466039,97.001,0,13.13795726,0.037685061,0.015272463,2.674013798,14.21959508,-0.556234131,487.8933688,-48.98,0.333,0.475,0.167,0,50,0.024950328,3.839887251,0,3.332034277
57.48574036,2195.149326,95.5365,0,13.56721101,0.040770102,0.021596922,3.00130319,7.109797541,-0.491303605,898.624698,-19.04,0.198,0.456,0.099,0.198,50,0.032442693,3.741083326,24.26546827,3.33594508
57.65451335,2195.149326,96.5436,0,13.56924806,0.041855204,0.016609674,6.203327383,7.109797541,-0.491296233,892.4867617,-18.14,0.198,0.47,0.099,0.198,50,0.032442693,3.835546292,48.53093655,3.340517483
48.23254717,1259.721031,74.692,0,13.18280532,0.062868369,0.015272463,2.747073556,14.21959508,-0.566239457,467.6632582,-15.6,0.25,0.365,0.25,0,100,0.032530195,3.397069318,23.83228386,3.343802333
57.65451335,2195.149326,96.5436,0,13.56924806,0.041855204,0.016609674,6.203327383,7.109797541,-0.491296233,892.4867617,-18.14,0.185,0.41,0.123,0.185,50,0.032442693,3.835546292,48.53093655,3.34728512
49.19873899,2331.261165,98.7319,0,14.62069612,0.040348964,0.005561095,7.448390729,59.85432236,-2.468538288,914.9776813,-19.24,0,0.403,0.16,0.34,50,0.032442693,3.445770963,48.53093655,3.351409752
57.65451335,2195.149326,96.5436,0,13.56924806,0.041855204,0.016609674,6.203327383,7.109797541,-0.491296233,892.4867617,-18.14,0.161,0.364,0.143,0.161,50,0.032442693,3.835546292,48.53093655,3.369113768
57.65451335,2195.149326,96.5436,0,13.56924806,0.041855204,0.016609674,6.203327383,7.109797541,-0.491296233,892.4867617,-18.14,0.164,0.334,0.164,0.164,50,0.032442693,3.835546292,48.53093655,3.379629984
48.53436322,2195.149326,96.9044,0,13.45300299,0.038461538,0.016609803,5.85681058,14.21959508,-0.529630366,908.8197087,-18.14,0.29,0.423,0.13,0.08,100,0.032442693,3.813117284,0,3.382737266
48.4436412,1230.311342,78.6058,0,13.62153978,0.076481836,0.011086294,5.763082643,28.43919017,-0.614086243,480.4833865,-18.46,0.058,0.369,0.277,0,50,0.032530195,3.289589182,29.25787301,3.40949692
48.52931557,1270.551012,74.2804,0,13.22466484,0.073217726,0.016357008,1.758516718,14.21959508,-0.494702808,493.2203147,-15.09012987,0.1,0.491,0.2,0.2,100,0.032530195,3.710850934,24.26546827,3.413299764
66.8611981,1241.438245,73.0766,0,13.54355351,0.067061144,0.021596916,3.247902929,0,-0.439218359,436.3279903,-15.84,0.058,0.248,0.385,0.058,100,0.032530195,4.018148148,24.26546827,3.416973173
49.40791202,1351.363882,80.7453,0,12.79399181,0.055762082,0.016609803,2.829553146,65.58616807,-0.391371354,467.2104721,-17.16,0.125,0.427,0.25,0.125,50,0.032530191,3.545003,34.25027774,3.422261451
48.53436322,2195.149326,96.9044,0,13.45300299,0.038461538,0.016609803,5.85681058,14.21959508,-0.529630366,908.8197087,-18.14,0.08,0.377,0.13,0.29,100,0.032442693,3.813117284,0,3.435047641
48.6616073,1252.294378,74.0491,0,13.78417112,0.070866142,0.019858198,6.830770932,14.21959508,-0.492726925,469.2607086,-14.36,0.2,0.43,0.2,0.1,100,0.032530195,3.831262773,37.74263783,3.437750563
67.93621686,1361.214184,87.3462,0,13.23005494,0.055248619,0.011086205,9.916716146,77.04985948,-0.313593821,436.3427973,-16,0.3,0.507,0.2,0,100,0.032530191,3.835546292,48.53093655,3.462397998
60.5277019,1392.591399,81.44282,0,13.51284704,0.080586081,0.016356876,6.056881813,58.81089189,-0.84907207,468.463212,-16.16,0.023,0.46,0.256,0.209,500,0.032530191,3.354314811,31.23511146,3.468790262
67.99561246,1383.46799,84.929,0,13.25573172,0.053604436,0.014414967,3.332708608,77.04985948,-0.313496082,436.3582042,-17.4,0.25,0.42,0.25,0,100,0.032530191,3.852194437,48.53093655,3.491361694
48.8114317,1277.977665,74.5309,0,13.78512949,0.090909091,0.016357008,5.841749382,14.21959508,-0.494758406,494.5450448,-15.17012987,0.111,0.564,0.167,0.222,100,0.032530195,3.710850934,24.26546827,3.494154594
48.4436412,1230.311342,78.6058,0,13.62153978,0.076481836,0.011086294,5.763082643,28.43919017,-0.614086243,480.4833865,-18.46,0.04,0.362,0.283,0,50,0.032530195,3.289589182,29.25787301,3.498207138
66.44081686,1336.228975,72.23806,0,14.277039,0.052691867,0.015742519,2.566242318,38.74601636,-1.146724225,1124.081853,-29.74,0.25,0.13,0.5,0,50,0.044682918,3.350073163,47.02234454,3.505149978
